,State,Year,Enroll,Total_Revenue,Total_Expenditure,Expenditure_Per_Pupil,Population,GDP_Per_Capita,State_Tax_Collection,Income_Per_Capita,Known_Property_Crimes,Unemployment_Rate
955,Oregon,2010,560239.0,6219779,6398065,10475.5745204056,3837073.0,49601.0,353589000.0,35701.0,116657.0,
956,Pennsylvania,2010,1682887.0,27883991,28231191,13678.492554106799,12711063.0,46387.0,1648956000.0,42005.0,276366.0,
957,Rhode Island,2010,141023.0,2207123,2187163,16243.076449391001,1053168.9999999998,46332.0,121668000.0,42750.0,26959.0,
958,South Carolina,2010,715590.0,7755419,8242553,9886.77813580351,4635834.0,35126.0,148500000.0,32161.0,181098.0,
959,South Dakota,2010,123555.0,1292742,1281632,9682.761267593409,816227.0,45605.0,31157000.0,41068.0,15188.0,
960,Tennessee,2010,971414.0,8405025,8760367,8809.72685659447,6355882.0,39370.0,901617000.0,35657.0,232855.0,
961,Texas,2010,4728815.0,50559500,53810244,9528.19968318238,25241647.999999996,47417.0,,37896.0,951246.0,
962,Utah,2010,538676.0,4250259,4326951,6876.712142078821,2775260.0,41500.0,245980000.0,31684.0,88316.0,
963,Vermont,2010,87750.0,1749898,1719870,16586.2042765519,625842.0,42170.0,85178000.0,40925.0,14160.0,
964,Virginia,2010,1244673.0,14937195,14919831,11382.603427644599,8025206.0,51946.0,789655000.0,45343.0,187403.0,
965,Washington,2010,1034735.0,11919090,11820814,10241.7214358327,6741385.999999999,52679.0,,42206.0,249426.0,
966,West Virginia,2010,281828.0,3176874,3484593,12378.2935374453,1854315.0,35368.0,237159000.0,32080.0,41301.0,
967,Wisconsin,2010,864898.0,11289720,11116821,12194.3465625168,5690403.0,44126.0,851537000.0,38596.0,142781.0,
968,Wyoming,2010,87379.0,1718605,1696177,16534.987648203,564376.0,64603.0,,45461.0,13869.0,
969,Alabama,2011,746933.0,7376725,7411768,9295.95664281434,4798649.0,36201.0,301178000.0,34717.0,173192.0,
970,Alaska,2011,131704.0,2357828,2443898,18351.717521613402,722258.9999999999,70573.0,720733000.0,51438.0,19094.0,
971,Arizona,2011,946571.0,8429186,8610417,8645.545480743409,6465488.0,38257.0,560236000.0,34930.0,229896.0,
972,Arkansas,2011,475551.0,5176362,5669431,10331.6416439865,2938640.0,35146.0,376874000.0,33790.0,110430.0,
973,California,2011,6202604.0,70953331,69847705,9540.4438689864,37672654.0,52099.0,9613594000.0,45854.0,973822.0,
974,Colorado,2011,834832.0,8747471,8676451,9709.088474435459,5116411.0,49285.0,383513000.0,42972.0,132781.0,
975,Connecticut,2011,530132.0,9783168,9439182,16931.611542643503,3591927.0,63638.0,681415000.0,63813.0,77205.0,
976,Delaware,2011,119878.0,1759170,1808905,13228.250182438402,907883.9999999999,63793.0,341965000.0,43714.0,31163.0,
977,District of Columbia,2011,44199.0,1283071,1297175,21303.6561408552,,166870.0,,,,
978,Florida,2011,2636404.0,26453693,26991946,9393.893586124008,19097369.0,37876.0,1869870000.0,40493.0,671200.0,
979,Georgia,2011,1666039.0,18030043,17187481,9576.86906414654,9810595.0,42140.0,670410000.0,36672.0,357235.0,
980,Hawaii,2011,179601.0,2499513,2259104,12602.901009851299,1378322.9999999998,49331.0,67859000.0,42858.0,43874.0,
981,Idaho,2011,265713.0,2089982,1960818,7154.90238820385,1583180.0,34270.0,170214000.0,33316.0,32875.0,
982,Illinois,2011,2072114.0,29507584,28525858,13179.9479564599,12862298.0,51198.0,2805458000.0,43716.0,344468.0,
983,Indiana,2011,1023220.0,12125155,11113533,9923.889457860641,6515358.0,43058.0,681537000.0,37265.0,206016.0,
984,Iowa,2011,493493.0,6098470,6057294,10565.1294415084,3063690.0,46523.0,250272000.0,40878.0,72043.0,
985,Kansas,2011,482692.0,5538869,5662146,10699.7079418953,2868756.0,45476.0,246518000.0,42532.0,88655.0,
986,Kentucky,2011,672958.0,7104589,7253850,10468.9240498009,4368505.0,37926.0,516523000.0,34490.0,119037.0,
987,Louisiana,2011,665109.0,8022917,8218870,11500.044145098602,4574388.0,45712.0,196732000.0,38156.0,168529.0,
988,Maine,2011,186835.0,2654366,2728535,14405.532535273602,1327967.9999999998,37780.0,208997000.0,38942.0,33829.0,
989,Maryland,2011,851971.0,13443940,13247697,14876.1352044488,5843115.0,54209.0,775845000.0,52093.0,166846.0,
990,Massachusetts,2011,924903.0,15396681,15150898,15333.6881770499,6612178.000000001,61769.0,1931571000.0,55230.0,148829.0,
991,Michigan,2011,1455966.0,19374026,18469948,11559.916991305801,9876199.0,39757.0,728842000.0,37400.0,251329.0,
992,Minnesota,2011,798891.0,10912368,10612480,11368.1170723834,5345967.0,50875.0,1003657000.0,44639.0,136183.0,
993,Mississippi,2011,490526.0,4516742,4345783,8435.73839971881,2977452.0,31167.0,347963000.0,31764.0,89809.0,
994,Missouri,2011,896702.0,9915356,9842505,10347.521287575999,6010280.0,41598.0,323593000.0,38119.0,199085.0,
995,Montana,2011,141529.0,1631810,1655584,11598.546380652,996866.0000000001,38542.0,123985000.0,37817.0,23885.0,
996,Nebraska,2011,297659.0,3879388,3676326,12323.8452598465,1841641.0,51360.0,154945000.0,44882.0,50894.0,
997,Nevada,2011,429610.0,4146577,4258855,9035.167262541,2718170.0,44555.0,,37989.0,70075.0,
998,New Hampshire,2011,189275.0,2947007,3001244,13963.626833516,1318345.0,48504.0,518405000.0,49562.0,32756.0,
999,New Jersey,2011,1399409.0,26242376,25716298,17654.2708362584,8844694.0,54302.0,2216438000.0,53562.0,189719.0,
1000,New Mexico,2011,331373.0,3591330,3694437,9356.042920136899,2077744.0000000002,40167.0,229800000.0,34737.0,73549.0,
1001,New York,2011,2677412.0,57753776,59446908,20516.647704443898,,61185.0,,,371837.0,
1002,North Carolina,2011,1448117.0,14409515,13767024,8943.00285579712,9662940.0,43223.0,1092078000.0,36429.0,337806.0,
1003,North Dakota,2011,96255.0,1309044,1312226,11356.2550843791,684830.0,57066.0,160640000.0,48635.0,13334.0,
1004,Ohio,2011,1655534.0,23488657,23010396,12483.806580489,11543332.0,44192.0,237205000.0,38821.0,380572.0,
1005,Oklahoma,2011,658163.0,5835133,5644988,8165.10252361072,3785232.0,39961.0,353972000.0,38470.0,127618.0,
1006,Oregon,2011,559631.0,6112484,6317635,10497.0461330607,3865845.0,51266.0,468606000.0,37413.0,121869.0,
1007,Pennsylvania,2011,1670854.0,28492510,28810721,14072.1301371669,12742811.000000002,46872.0,1978061000.0,44026.0,283442.0,
1008,Rhode Island,2011,139157.0,2212352,2198940,16345.732474485501,1052154.0,46010.0,130644000.0,44329.0,27976.0,
1009,South Carolina,2011,713511.0,7772777,7961448,9735.22798144348,4672744.000000001,35609.0,216082000.0,33803.0,183243.0,
1010,South Dakota,2011,125613.0,1297661,1350617,9430.829860442529,823338.0000000001,47972.0,15208000.0,44686.0,15299.0,
1011,Tennessee,2011,986382.0,8679893,8961443,9145.58388315532,6396281.0,40193.0,1068573000.0,37465.0,230900.0,
1012,Texas,2011,4800196.0,51023159,52691826,9418.47951015626,25644424.0,48354.0,,40828.0,892810.0,
1013,Utah,2011,545395.0,4141253,4195916,6850.84049618723,2815430.0,41992.0,247661000.0,33714.0,84084.0,
1014,Vermont,2011,86982.0,1686499,1722515,16660.7108103999,626210.0,43124.0,105077000.0,43468.0,15086.0,
1015,Virginia,2011,1250852.0,14655345,14675815,11123.063116526399,8107548.000000001,51754.0,798404000.0,47563.0,182902.0,
1016,Washington,2011,1042979.0,11905941,11928408,10402.4094163746,6819155.0,52500.0,,44224.0,244209.0,
1017,West Virginia,2011,282130.0,3475642,3670119,12504.7303006706,1854891.0,36084.0,307278000.0,34001.0,39009.0,
1018,Wisconsin,2011,864251.0,11664303,11440718,12515.431641840902,5705812.0,44906.0,850647000.0,40777.0,139912.0,
1019,Wyoming,2011,88165.0,1650621,1656850,17126.4635535308,567602.0,63985.0,,49493.0,12878.0,
1020,Alabama,2012,744621.0,7136949,7222161,8927.172898594079,4813946.0,36425.0,413253000.0,35497.0,168878.0,
1021,Alaska,2012,130771.0,2383402,2483320,19133.7584537434,730825.0,73478.0,663144000.0,52667.0,20037.0,
1022,Arizona,2012,942738.0,7934798,8054662,8224.25543680561,6544210.999999999,38559.0,647809000.0,36096.0,231701.0,
1023,Arkansas,2012,475671.0,5169926,5299969,10396.6028028209,2949208.0,34965.0,404083000.0,36167.0,109389.0,
1024,California,2012,6203034.0,69016392,70191877,9607.77991518997,38019006.0,52974.0,7949000000.0,48359.0,1049465.0,
1025,Colorado,2012,843120.0,8616009,8472536,9415.342989456842,5186330.0,49639.0,492224000.0,45120.0,139355.0,
1026,Connecticut,2012,522451.0,10070907,9791336,17472.3171660628,3597705.0,63502.0,625320000.0,64961.0,77169.0,
1027,Delaware,2012,118624.0,1855867,1915966,14252.691740461001,916868.0,62174.0,262378000.0,43577.0,30707.0,
1028,District of Columbia,2012,44618.0,1331006,1189542,20398.9376999027,,163274.0,,,,
1029,Florida,2012,2658559.0,24139266,25352047,8825.13460330524,19341327.0,37705.0,2003490000.0,41006.0,632988.0,
1030,Georgia,2012,1669156.0,17559894,17400209,9491.5847279337,9911171.0,42191.0,590676000.0,36876.0,339473.0,
1031,Hawaii,2012,182706.0,2535038,2344733,12735.4533514203,1392772.0000000002,49513.0,80256000.0,44398.0,43419.0,
1032,Idaho,2012,267556.0,1981482,1911706,7041.4500241099295,1594672.9999999998,34094.0,188589000.0,34722.0,31825.0,
1033,Illinois,2012,2071481.0,29900021,29067543,13459.316438954,12878493.999999998,52172.0,3494539000.0,45627.0,332706.0,
1034,Indiana,2012,1006627.0,12395432,11351906,10220.3348628599,6535665.0,43064.0,794508000.0,38829.0,197994.0,
1035,Iowa,2012,495870.0,6262807,6256926,10748.1736178216,3074386.0,48001.0,425776000.0,42607.0,70357.0,
1036,Kansas,2012,485591.0,5613619,5615714,10712.4525311167,2885316.0,45514.0,317578000.0,44810.0,91066.0,
1037,Kentucky,2012,681827.0,7192430,7444529,10700.4887793554,4383673.0,38052.0,575164000.0,35586.0,112800.0,
1038,Louisiana,2012,665478.0,8477993,8504567,11351.681695353898,4602681.0,45482.0,290389000.0,40026.0,162673.0,
1039,Maine,2012,187247.0,2611056,2625759,14000.4817488873,1328101.0,37705.0,232118000.0,39814.0,33398.0,
1040,Maryland,2012,853778.0,13752912,13212140,14745.903639119198,5891680.0,54018.0,880356000.0,53323.0,162309.0,
1041,Massachusetts,2012,922683.0,15763456,15696061,15607.2541577703,6659626.999999999,62456.0,2001780000.0,57178.0,143325.0,
1042,Michigan,2012,1421312.0,18622316,18063824,11461.7383018177,9886610.0,40463.0,804037000.0,38702.0,249249.0,
1043,Minnesota,2012,799736.0,10681609,10696348,11424.279133861699,5377695.0,51272.0,1066022000.0,47236.0,138152.0,
1044,Mississippi,2012,490619.0,4477828,4423270,8623.314868798341,2982962.9999999995,31786.0,395679000.0,32942.0,83933.0,
1045,Missouri,2012,893221.0,10022622,9910617,10369.543586346801,6023267.0,41926.0,301681000.0,39865.0,199813.0,
1046,Montana,2012,142237.0,1628318,1652537,11289.6801884952,1003521.9999999999,38537.0,132361000.0,39887.0,26102.0,
1047,Nebraska,2012,300941.0,3764056,3880517,12113.8091674626,1854862.0,50631.0,234296000.0,46087.0,51203.0,
1048,Nevada,2012,428526.0,4053945,4109706,8677.0291440793,2752410.0,43382.0,,39213.0,77510.0,
1049,New Hampshire,2012,190778.0,2963221,2961684,14215.1051912642,1320922.9999999998,48652.0,521309000.0,51844.0,32074.0,
1050,New Jersey,2012,1330300.0,27574528,26432652,18197.4627038714,8882095.0,55161.0,1929133000.0,55236.0,181481.0,
1051,New Mexico,2012,328690.0,3478709,3616691,9068.55047812272,2083590.0000000002,40094.0,276707000.0,35431.0,75094.0,
1052,New York,2012,2644029.0,58981073,60216421,20881.2362980615,,62841.0,,,375268.0,
1053,North Carolina,2012,1462172.0,12788659,13418244,8828.38750707689,9755299.0,42659.0,1220072000.0,38564.0,328594.0,
1054,North Dakota,2012,97555.0,1345371,1380563,11643.405025978202,701380.0,68105.0,215622000.0,56245.0,14297.0,
1055,Ohio,2012,1630865.0,22799205,22662376,12270.9055164798,11546969.0,44896.0,117446000.0,40282.0,370435.0,
1056,Oklahoma,2012,664200.0,5824963,5594867,8281.3816658926,3815298.0,41861.0,446009000.0,41117.0,130969.0,
1057,Oregon,2012,566525.0,6124872,6314092,10386.0367896457,3893920.0,49395.0,433126000.0,39161.0,126417.0,
1058,Pennsylvania,2012,1644759.0,27881568,27851918,13973.231235418301,12768034.0,47540.0,1837374000.0,45884.0,276562.0,
1059,Rhode Island,2012,137400.0,2208278,2190431,16497.6912900844,1052761.0,46188.0,136362000.0,46166.0,27039.0,
1060,South Carolina,2012,715744.0,7889771,7948441,9822.768387623359,4719009.0,35346.0,252904000.0,35261.0,181049.0,
1061,South Dakota,2012,127726.0,1298723,1296971,9095.49666804465,832576.0,46965.0,59837000.0,45142.0,17326.0,
1062,Tennessee,2012,998638.0,8983224,9256522,9234.95651298281,6450632.0,41091.0,1115383000.0,38800.0,217925.0,
1063,Texas,2012,4844744.0,49979753,50215314,8861.985405684301,26078327.0,50266.0,,43166.0,876459.0,
1064,Utah,2012,553873.0,4217360,4330417,6787.325745890091,2854222.0,41929.0,258578000.0,35564.0,86284.0,
1065,Vermont,2012,87968.0,1754161,1726321,17574.814930033797,625606.0,43042.0,96579000.0,44949.0,15653.0,
1066,Virginia,2012,1257332.0,14940479,15129464,11385.264336934299,8188656.0,51546.0,838790000.0,49322.0,178434.0,
1067,Washington,2012,1044856.0,11955582,12187889,10412.8132454589,6890899.0,53439.0,,47368.0,254377.0,
1068,West Virginia,2012,282088.0,3970941,3536971,11981.6586343765,1855360.0,35509.0,192385000.0,34831.0,44500.0,
1069,Wisconsin,2012,863314.0,11139967,10724377,11750.0383268216,5721075.0,45382.0,934103000.0,42575.0,140780.0,
1070,Wyoming,2012,89994.0,1664983,1670728,17228.4237167844,576608.0000000001,60777.0,,52783.0,13222.0,
1071,Alabama,2013,744548.0,7197439,7487741,9486.24113218727,4827660.0,36660.0,382202000.0,35792.0,161835.0,
1072,Alaska,2013,131091.0,2545117,2665933,19982.4351605449,736760.0,69700.0,630941000.0,51463.0,21211.0,
1073,Arizona,2013,941726.0,8164324,7600581,8387.90739688649,6616124.0,38303.0,662026000.0,36605.0,223294.0,
1074,Arkansas,2013,477716.0,5067546,5226339,9852.81615828524,2956780.0,35865.0,402874000.0,36007.0,106477.0,
1075,California,2013,6208733.0,68868516,69727119,9685.78828823144,38347383.0,53855.0,7462000000.0,48555.0,1018907.0,
1076,Colorado,2013,851063.0,8826868,8699125,9572.2721672647,5262556.0,50475.0,652180000.0,46869.0,139974.0,
1077,Connecticut,2013,517812.0,10319361,9758850,17859.1003144007,3602470.0,62550.0,568632000.0,64016.0,71274.0,
1078,Delaware,2013,118685.0,1930466,1924626,14129.0933138696,925113.9999999999,60719.0,309644000.0,43850.0,29001.0,
1079,District of Columbia,2013,44179.0,1300036,1308438,20333.4690972721,,159497.0,,,,
1080,Florida,2013,2680074.0,24681548,25245400,8925.31018662517,19584927.0,38023.0,2071710000.0,40791.0,607170.0,
1081,Georgia,2013,1682620.0,17459504,17317504,9437.06640196021,9981773.000000002,42500.0,797255000.0,37183.0,339808.0,
1082,Hawaii,2013,184760.0,2331770,2345917,12584.5454209322,1408037.9999999998,49539.0,123661000.0,44590.0,45266.0,
1083,Idaho,2013,272070.0,2015534,1967676,7272.57455454593,1610187.0000000002,34748.0,200340000.0,35761.0,30230.0,
1084,Illinois,2013,2069823.0,30057886,29517831,13808.2058401244,12890403.0,51963.0,4462627000.0,46607.0,296048.0,
1085,Indiana,2013,1002772.0,12236713,11211155,10036.905892426601,6567484.0,43866.0,781585000.0,39158.0,187472.0,
1086,Iowa,2013,499489.0,6281345,6318241,10914.8637427509,3089875.9999999995,48002.0,428554000.0,43217.0,67976.0,
1087,Kansas,2013,488590.0,5667223,5621023,10789.1151355949,2892900.0,45470.0,384553000.0,45865.0,85704.0,
1088,Kentucky,2013,685009.0,7216175,7413896,10269.1873543491,4399121.0,38247.0,646875000.0,35596.0,104448.0,
1089,Louisiana,2013,671156.0,8121179,7940880,11117.9943301118,4626795.0,43725.0,252430000.0,40100.0,165679.0,
1090,Maine,2013,184682.0,2650346,2535405,14346.800820255701,1327975.0,37477.0,171987000.0,39703.0,30454.0,
1091,Maryland,2013,859252.0,13814727,13284637,15010.2340811667,5932654.0,53765.0,952092000.0,52653.0,157918.0,
1092,Massachusetts,2013,920968.0,16114783,16201905,16110.8363066851,6711138.000000001,61882.0,1888449000.0,57145.0,137274.0,
1093,Michigan,2013,1381167.0,18270327,17468264,11494.755724954799,9899219.000000002,40993.0,895183000.0,39213.0,230135.0,
1094,Minnesota,2013,802454.0,10848720,10942019,11754.2832097931,5416074.000000001,51999.0,1223309000.0,47274.0,131193.0,
1095,Mississippi,2013,492847.0,4444064,4370050,8684.82863341975,2987720.9999999995,31923.0,415980000.0,33358.0,81548.0,
1096,Missouri,2013,897224.0,10103589,10001763,10554.8197690818,6041142.0,42487.0,377258000.0,39864.0,189655.0,
1097,Montana,2013,142797.0,1671053,1679521,11492.7428325753,1011921.0,38476.0,170999000.0,39602.0,26195.0,
1098,Nebraska,2013,303242.0,3870164,3913038,12373.8016269534,1867414.0,51565.0,275563000.0,45905.0,49197.0,
1099,Nevada,2013,431776.0,4131800,4057443,8524.83866809011,2786547.0,43075.0,,38938.0,79177.0,
1100,New Hampshire,2013,187703.0,2976317,2878534,14463.486171563101,1322622.0,48871.0,553197000.0,51611.0,29278.0,
1101,New Jersey,2013,1338657.0,28070096,28179900,19020.156370104498,8913735.0,55750.0,2282055000.0,55425.0,167634.0,
1102,New Mexico,2013,327209.0,3518621,3536546,9230.367394043,2085161.0,39659.0,266466000.0,34753.0,78958.0,
1103,New York,2013,2629805.0,59623918,60505950,21172.199193163302,,62444.0,,,358603.0,
1104,North Carolina,2013,1468228.0,12729402,13650536,9041.241222400591,9849812.0,42945.0,1285907000.0,37782.0,305631.0,
1105,North Dakota,2013,101025.0,1405349,1516575,12090.0232357029,722908.0,67651.0,225719000.0,55742.0,15356.0,
1106,Ohio,2013,1613718.0,22536516,22015797,12284.3965033838,11567845.0,45254.0,262226000.0,40694.0,338414.0,
1107,Oklahoma,2013,671445.0,5878111,5796945,8449.88005694663,3849840.0,43288.0,585146000.0,42713.0,126418.0,
1108,Oregon,2013,564006.0,6077498,6228197,10369.925173833299,3919664.0,48094.0,459744000.0,39582.0,125083.0,
1109,Pennsylvania,2013,1623694.0,28484645,28495118,14378.400823426999,12778450.0,48278.0,2208163000.0,46132.0,263176.0,
1110,Rhode Island,2013,136401.0,2282659,2231413,16186.997977963601,1052783.9999999998,46356.0,144310000.0,46326.0,25741.0,
1111,South Carolina,2013,722249.0,8254462,8224795,10200.1604867611,4765862.0,35701.0,386669000.0,35307.0,173261.0,
1112,South Dakota,2013,130296.0,1316613,1332496,9137.55073040091,842513.0,46869.0,37172000.0,44758.0,16274.0,
1113,Tennessee,2013,992461.0,9008032,9248235,9369.90672677752,6490795.0,41487.0,1256173000.0,38838.0,207683.0,
1114,Texas,2013,4897523.0,49734537,50674724,8951.4163784012,26479279.0,52018.0,,43390.0,862289.0,
1115,Utah,2013,562315.0,4300793,4584624,7023.101386910699,2899961.0,42267.0,330684000.0,36092.0,88334.0,
1116,Vermont,2013,89200.0,1817307,1809138,18371.8955007945,626044.0,42914.0,105635000.0,45672.0,13882.0,
1117,Virginia,2013,1264880.0,15322318,15634918,11748.091971432399,8261689.0,51106.0,772001000.0,48496.0,171558.0,
1118,Washington,2013,1050901.0,12242231,12097549,10552.793008101,6963410.0,54161.0,,47846.0,259139.0,
1119,West Virginia,2013,282310.0,3486366,3488877,11665.2859845228,1852332.9999999998,35755.0,242429000.0,34663.0,39929.0,
1120,Wisconsin,2013,863737.0,11097447,10845059,11767.8871284192,5736673.000000001,45845.0,955752000.0,42774.0,125694.0,
1121,Wyoming,2013,91533.0,1695967,1675477,17134.9076003477,582341.0,60770.0,,52749.0,12809.0,
1122,Alabama,2014,740081.0,7357267,7587737,9543.0990636402,4840037.0,36455.0,406408000.0,36903.0,154094.0,
1123,Alaska,2014,130539.0,2663647,2727056,20254.4812909927,736758.9999999999,67188.0,408938000.0,54621.0,20334.0,
1124,Arizona,2014,943937.0,8361708,8109460,8327.37075947328,6706435.0,38450.0,575180000.0,38127.0,215240.0,
1125,Arkansas,2014,479881.0,5193218,5242672,10622.3101252737,2964800.0,36274.0,398493000.0,38007.0,99018.0,
1126,California,2014,6224685.0,72389126,72506810,10093.7879725473,38701278.0,55598.0,8858498000.0,51317.0,947192.0,
1127,Colorado,2014,865231.0,9162406,9286626,9923.75724840956,5342311.0,52064.0,717506000.0,50021.0,135510.0,
1128,Connecticut,2014,511082.0,10743919,10201500,19029.0470082153,3600188.0,62171.0,627358000.0,66405.0,69070.0,
1129,Delaware,2014,120623.0,1954374,1988535,14203.032591272,934805.0,63368.0,278872000.0,45116.0,27900.0,
1130,District of Columbia,2014,44942.0,1342220,1313289,21442.469359182902,,159745.0,,,,
1131,Florida,2014,2708022.0,26077462,26523658,9344.53074256285,19897747.0,38477.0,2043750000.0,43045.0,679446.0,
1132,Georgia,2014,1699185.0,17821620,17668352,9528.87471923595,10083850.0,43465.0,943806000.0,39142.0,331316.0,
1133,Hawaii,2014,186825.0,2696766,2504144,13219.065245426398,1417710.0,49716.0,126045000.0,46640.0,43297.0,
1134,Idaho,2014,281452.0,2084970,2012852,7214.62936817141,1630391.0,35103.0,190002000.0,37258.0,30316.0,
1135,Illinois,2014,2060632.0,31085621,31080869,14681.763359131799,12882438.0,52966.0,4439832000.0,48809.0,267385.0,
1136,Indiana,2014,1007121.0,12399402,11136045,10078.3911328354,6593182.0,44784.0,866747000.0,40482.0,174776.0,
1137,Iowa,2014,501763.0,6455928,6541553,11358.7230405362,3105563.0,49566.0,388699000.0,44351.0,65056.0,
1138,Kansas,2014,496034.0,5813985,5957954,11180.0899443786,2899553.0,46269.0,330181000.0,46565.0,79431.0,
1139,Kentucky,2014,686789.0,7229857,7346219,10247.9383174085,4410415.0,38334.0,674464000.0,37021.0,99166.0,
1140,Louisiana,2014,665441.0,8352703,8140649,11415.1826007767,4648797.000000001,44453.0,481212000.0,42004.0,160824.0,
1141,Maine,2014,178709.0,2675648,2550302,14926.4921884077,1328902.9999999998,38055.0,182928000.0,41209.0,26421.0,
1142,Maryland,2014,865768.0,13982544,13712839,15109.2125666694,5970245.0,54108.0,982784000.0,54036.0,149859.0,
1143,Massachusetts,2014,920558.0,16609204,16518383,16646.1848521328,6757925.0,62571.0,2194620000.0,59226.0,125267.0,
1144,Michigan,2014,1363533.0,18457253,17358365,11677.917567101598,9914675.0,41566.0,881011000.0,40835.0,202547.0,
1145,Minnesota,2014,804580.0,11168633,11300786,12140.418823608701,5452649.0,53105.0,1325656000.0,49248.0,125377.0,
1146,Mississippi,2014,492421.0,4480105,4463078,8925.68632098224,2988578.0,31613.0,526302000.0,34257.0,87462.0,
1147,Missouri,2014,892992.0,10256615,10324249,10763.788464305699,6058014.0,42483.0,357724000.0,41141.0,176237.0,
1148,Montana,2014,144034.0,1729712,1754324,11840.0200770345,1019931.0,39174.0,150139000.0,40862.0,25312.0,
1149,Nebraska,2014,307398.0,4005091,4008633,12502.271573091799,1880920.0,53101.0,306591000.0,48425.0,47479.0,
1150,Nevada,2014,435765.0,4203255,4043820,8734.0934176192,2831730.0,43067.0,,40737.0,74538.0,
1151,New Hampshire,2014,184846.0,3042994,2960615,15012.8578311524,1328684.0,49544.0,542847000.0,52400.0,26041.0,
1152,New Jersey,2014,1335350.0,28454548,27742203,19282.3683997174,8943010.0,55677.0,2368068000.0,57518.0,154993.0,
1153,New Mexico,2014,326637.0,3601387,3576216,9546.137127038759,2083207.0000000002,40814.0,205702000.0,36767.0,73877.0,
1154,New York,2014,2619312.0,61337112,62556193,22048.3159484104,,63372.0,,,339282.0,
1155,North Carolina,2014,1441391.0,13462754,13540706,8947.66394331824,9941160.0,43442.0,1360628000.0,39531.0,285697.0,
1156,North Dakota,2014,103272.0,1568997,1597210,12584.7073052928,738658.0,70986.0,250438000.0,58202.0,15605.0,
1157,Ohio,2014,1601566.0,23297509,21847582,12446.8540299495,11593741.000000002,46662.0,-118000.0,42200.0,324528.0,
1158,Oklahoma,2014,670069.0,6034336,6026661,8525.57451640349,3875008.0,45414.0,397290000.0,45215.0,115982.0,
1159,Oregon,2014,566538.0,6621363,6453635,10739.1044898161,3960673.0,48466.0,495134000.0,41866.0,114305.0,
1160,Pennsylvania,2014,1605292.0,29068069,28620630,14788.6495473121,12790341.0,49214.0,2301589000.0,47978.0,247016.0,
1161,Rhode Island,2014,135084.0,2313010,2258076,16701.5511189319,1054782.0,46723.0,137528000.0,47831.0,22935.0,
1162,South Carolina,2014,729386.0,8417698,8452743,10407.836863874301,4824758.0,36301.0,366263000.0,37042.0,167217.0,
1163,South Dakota,2014,130653.0,1345549,1355439,9538.99744330096,849455.0,46874.0,24819000.0,46089.0,15902.0,
1164,Tennessee,2014,992583.0,9237782,9432883,9431.14115332986,6540007.0,41875.0,1176971000.0,40156.0,200447.0,
1165,Texas,2014,4949469.0,52776853,53096761,9272.65117445074,26954436.0,52875.0,,45861.0,813934.0,
1166,Utah,2014,570423.0,4405929,4385896,7156.3326708513205,2938671.0,43145.0,307910000.0,37726.0,84711.0,
1167,Vermont,2014,87990.0,1895044,1876197,19032.1039352869,625665.0,43120.0,105817000.0,47203.0,9551.0,
1168,Virginia,2014,1273211.0,15347862,15690444,11716.3684280785,8316902.0,50879.0,740511000.0,50160.0,160720.0,
1169,Washington,2014,1057773.0,13040197,12806300,11199.0616044772,7046931.0,55197.0,,50942.0,261706.0,
1170,West Virginia,2014,280265.0,3514889,3499873,11799.9662965754,1847624.0,36059.0,203508000.0,35747.0,37648.0,
1171,Wisconsin,2014,865119.0,11330253,11255186,11963.0773386522,5751272.0,46423.0,981282000.0,44351.0,120238.0,
1172,Wyoming,2014,92732.0,1772633,1775999,17165.215241283302,583334.0000000001,60900.0,,56379.0,11477.0,
1173,Alabama,2015,734974.0,7360222,7501799,,4850858.0,36911.0,533586000.0,38238.0,25447.0,
1174,Alaska,2015,130755.0,2920986,2968341,,737978.9999999999,67302.0,227852000.0,56507.0,,
1175,Arizona,2015,944978.0,8230507,7902600,,6802262.0,38647.0,690960000.0,39731.0,23053.0,
1176,Arkansas,2015,479682.0,5308625,5350543,,2975625.9999999995,36338.0,476553000.0,39060.0,18035.0,
1177,California,2015,6226523.0,78248042,78365958,,39032443.99999999,57596.0,9007182000.0,54664.0,105500.0,
1178,Colorado,2015,872320.0,9648297,9557682,,5440445.0,52858.0,673230000.0,51956.0,17928.0,
1179,Connecticut,2015,505366.0,11099837,10542667,,3593862.0,63464.0,689685000.0,68155.0,,
1180,Delaware,2015,121845.0,2017075,1975093,,944107.0,64516.0,400746000.0,47069.0,4480.0,
1181,District of Columbia,2015,46155.0,1382282,1360942,,,159881.0,,,,
1182,Florida,2015,2743641.0,26971491,27277049,,20268567.0,39289.0,2237500000.0,45388.0,218337.0,
1183,Georgia,2015,1717805.0,18584666,18501103,,10199533.000000002,44299.0,1000536000.0,41020.0,124515.0,
1184,Hawaii,2015,182384.0,2703683,2521004,,1426320.0,50994.0,72249000.0,48823.0,6005.0,
1185,Idaho,2015,274131.0,2167967,2029520,,1649323.9999999998,35738.0,217082000.0,38931.0,6488.0,
1186,Illinois,2015,2047123.0,32096832,32410033,,12862051.000000002,53729.0,4054267000.0,50745.0,15715.0,
1187,Indiana,2015,1004215.0,12456571,11378564,,6610596.0,45012.0,903572000.0,41862.0,17990.0,
