state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,income_per_capita,known_property_crimes,unemployment_rate
Missouri,2014,892992.0,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580.0,919482,847838.0,67355.55,0.86911,0.170807,13.625974400030902,60900.0,10763.788464305699,0.228,6058014.0,42483,41141,176237.0,0.06133333333333332
Montana,2014,144034.0,1729712,201528,822788,705396,1754324,949120,570780,77193.0,121753,133187.0,10234.46,0.8717969999999999,0.185087,14.122093398186099,9470.0,11840.0200770345,0.157,1019931.0,39174,40862,25312.0,0.04658333333333333
Nebraska,2014,307398.0,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887.0,307828,292297.0,22987.69,0.8865810000000001,0.20763800000000002,13.6001050997295,20580.0,12502.271573091799,0.142,1880920.0,53101,48425,47479.0,0.03266666666666667
Nevada,2014,435765.0,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754.0,161354,428067.0,21655.67,0.816955,0.15140699999999999,21.2041003580125,22720.0,8734.0934176192,0.196,2831730.0,43067,40737,74538.0,0.07916666666666668
New Hampshire,2014,184846.0,3042994,161989,1003995,1877010,2960615,1682021,913353,75750.0,87603,181193.0,14772.8,0.893652,0.220335,12.5006769197444,13790.0,15012.8578311524,0.222,1328684.0,49544,52400,26041.0,0.04275
New Jersey,2014,1335350.0,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398.0,895858,1334583.0,115066.79,0.8746459999999999,0.230169,12.171878610674698,95230.0,19282.3683997174,0.235,8943010.0,55677,57518,154993.0,0.06741666666666668
New Mexico,2014,326637.0,3601387,466320,2505492,629575,3576216,1709599,1088329,147184.0,562323,334150.0,22410.92,0.8193729999999999,0.15426399999999998,15.187462183614096,18590.0,9546.137127038759,0.185,2083207.0,40814,36767,73877.0,0.06683333333333334
New York,2014,2619312.0,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933.0,4060304,2498180.0,203780.87,0.874632,0.196761,13.451630665822599,178820.0,22048.3159484104,0.193,19773580.0,63372,56111,339282.0,0.06333333333333335
North Carolina,2014,1441391.0,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335.0,609013,1417740.0,99320.47,0.867366,0.185864,15.594922174653401,96220.0,8947.66394331824,0.228,9941160.0,43442,39531,285697.0,0.06316666666666666
North Dakota,2014,103272.0,1568997,155894,901032,512071,1597210,758669,422005,100586.0,239992,99380.0,9049.0,0.886684,0.190841,11.7787600839872,6960.0,12584.7073052928,0.158,738658.0,70986,58202,15605.0,0.026750000000000003
Ohio,2014,1601566.0,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844.0,1546152,1583866.0,106526.0,0.8613879999999999,0.16595500000000002,16.191446219702197,119520.0,12446.8540299495,0.168,11593741.000000002,46662,42200,324528.0,0.05800000000000001
Oklahoma,2014,670069.0,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999.0,687788,639376.0,42073.15,0.8370549999999999,0.156858,16.3646173390868,37260.0,8525.57451640349,0.157,3875008.0,45414,45215,115982.0,0.045083333333333336
Oregon,2014,566538.0,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975.0,311077,525879.0,27850.15,0.86785,0.19048099999999998,21.591194302364602,34450.0,10739.1044898161,0.128,3960673.0,48466,41866,114305.0,0.06774999999999999
Pennsylvania,2014,1605292.0,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079.0,1566997,1640755.0,122029.58,0.8776010000000001,0.175073,14.2847332589361,127210.0,14788.6495473121,0.189,12790341.0,49214,47978,247016.0,0.05875000000000001
Rhode Island,2014,135084.0,2313010,186551,867512,1258947,2258076,1277445,782773,92710.0,37897,130705.0,9471.1,0.8837659999999999,0.17965699999999998,14.9886496816632,9730.0,16701.5511189319,0.134,1054782.0,46723,47831,22935.0,0.07708333333333332
South Carolina,2014,729386.0,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577.0,862750,688327.0,49475.0,0.850807,0.16507000000000002,15.291015664477,41720.0,10407.836863874301,0.184,4824758.0,36301,37042,167217.0,0.06449999999999999
South Dakota,2014,130653.0,1345549,186216,413544,745789,1355439,696235,413254,68154.0,146035,123988.0,9617.7,0.8148019999999999,0.19851,13.832829054763598,7960.0,9538.99744330096,0.14,849455.0,46874,46089,15902.0,0.034083333333333334
Tennessee,2014,992583.0,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241.0,549104,912575.0,65340.6,0.88039,0.163537,15.2351677211412,60980.0,9431.14115332986,0.183,6540007.0,41875,40156,200447.0,0.06591666666666668
Texas,2014,4949469.0,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490.0,5766846,4780788.0,342257.43,0.8391209999999999,0.182122,15.2918959275771,304380.0,9272.65117445074,0.241,26954436.0,52875,45861,813934.0,0.051083333333333335
Utah,2014,570423.0,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794.0,490911,572091.0,27374.0,0.8570139999999999,0.208498,23.218272813618803,33400.0,7156.3326708513205,0.257,2938671.0,43145,37726,84711.0,0.03825000000000001
Vermont,2014,87990.0,1895044,102434,1495453,297157,1876197,955495,553032,59714.0,56780,84187.0,8275.73,0.921234,0.219469,10.5502475310335,6360.0,19032.1039352869,0.317,625665.0,43120,47203,9551.0,0.039499999999999987
Virginia,2014,1273211.0,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387.0,1041633,1191090.0,89967.71,0.890704,0.20543699999999998,14.231561523573301,83100.0,11716.3684280785,0.151,8316902.0,50879,50160,160720.0,0.052333333333333336
Washington,2014,1057773.0,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588.0,1525815,974361.0,59554.87,0.845521,0.212646,18.027711251825398,66240.0,11199.0616044772,0.234,7046931.0,55197,50942,261706.0,0.06125
West Virginia,2014,280265.0,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824.0,286099,270744.0,20029.09,0.8604,0.11701,13.995144062960401,17520.0,11799.9662965754,0.157,1847624.0,36059,35747,37648.0,0.06641666666666665
Wisconsin,2014,865119.0,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431.0,767074,829249.0,58376.0,0.891453,0.187924,14.927915581745903,60820.0,11963.0773386522,0.161,5751272.0,46423,44351,120238.0,0.05416666666666667
Wyoming,2014,92732.0,1772633,112709,965213,694711,1775999,865932,555761,50715.0,287977,85439.0,7614.59,0.88059,0.169025,12.353521332074301,5590.0,17165.215241283302,0.101,583334.0000000001,60900,56379,11477.0,0.04133333333333334
Alabama,2015,734974.0,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283.0,510091,778094.0,38611.51072775578,0.9248269999999987,0.05432300000000012,19.120469559224844,45210.0,9465.246249666801,0.209,4850858.0,36911,38238,25447.0,0.06091666666666666
Alaska,2015,130755.0,2920986,344111,2026555,550320,2968341,1484610,1068849,92766.0,281914,118741.0,7187.739999999998,0.9628149999999991,0.0753269999999997,18.307941972958986,7450.0,19718.28743505277,0.123,737978.9999999999,67302,56507,17109.0,0.06533333333333333
Arizona,2015,944978.0,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876.0,497662,1005164.6697797766,48264.44557969639,0.8422560000000008,0.07168200000000025,23.152612542876426,65520.0,7939.530201898313,0.14300000000000002,6802262.0,38647,39731,23053.0,0.060416666666666674
Arkansas,2015,479682.0,5308625,581412,4075118,652095,5350543,2620399,1772639,290396.0,511556,373948.0,35550.96465170724,0.8530924716708306,0.06474648863921506,13.738575687615324,30360.0,12479.3773813335,0.146,2975625.9999999995,36338,39060,18035.0,0.05025
California,2015,6226523.0,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315.0,6373893,6100460.0,289362.38999999943,0.8883949978871755,0.08599099999999948,21.503391167454623,420920.0,10607.720408062014,0.214,39032443.99999999,57596,54664,105500.0,0.06200000000000001
Colorado,2015,872320.0,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263.0,923360,817482.8756192401,52613.85034392151,0.9193389999999999,0.10302300000000009,17.097528694944003,51890.0,10395.347135470874,0.25,5440445.0,52858,51956,17928.0,0.03875
Connecticut,2015,505366.0,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941.0,530491,521131.24884034134,40214.37648714287,0.9115249999999993,0.0432330000000003,13.282999189553763,36660.0,20588.16137079391,0.142,3593862.0,63464,68155,72239.11890356836,0.05733333333333335
Delaware,2015,121845.0,2017075,137544,1142333,737198,1975093,1072395,583951,122741.0,103129,132107.3521799721,9996.175457817488,0.8249509999999995,0.051798029826433556,13.579524182475225,8150.0,14524.168721857219,0.239,944107.0,64516,47069,4480.0,0.0485
District of Columbia,2015,46155.0,1382282,146366,0,1235916,1360942,557345,379854,41841.0,381902,64079.0,7244.340659793808,0.8874348535379362,-0.07119999999999949,11.230829615827389,3920.0,22682.406826354883,,672736.0000000001,159881,73834,37740.59882005901,0.06875
Florida,2015,2743641.0,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178.0,1681665,2595941.119600907,183889.3859963226,0.8539129999999995,0.06746100000000022,15.164199461392982,162200.0,9886.819276183072,0.188,20268567.0,39289,45388,218337.0,0.05441666666666667
Georgia,2015,1717805.0,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277.0,1879063,1696009.4081172496,113639.79480260354,0.8606504160732449,0.07572500000000004,15.19250023209689,96530.0,9729.71968845866,0.246,10199533.000000002,44299,41020,124515.0,0.05958333333333333
Hawaii,2015,182384.0,2703683,259390,2381547,62746,2521004,1377713,835930,145560.0,161801,178029.58656330733,11199.869999999995,0.8914955805736451,0.07884099999999972,15.350285619603156,10900.0,14155.40093089678,0.147,1426320.0,50994,48823,6005.0,0.035666666666666666
Idaho,2015,274131.0,2167967,232449,1381205,554313,2029520,1130814,663005,108684.0,75680,277439.4459576935,16358.125195567569,0.8787029999999998,0.07191000000000036,17.0997370064554,18800.0,6809.013063549763,0.251,1649323.9999999998,35738,38931,6488.0,0.04225
Illinois,2015,2047123.0,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075.0,2056951,1832483.0,127247.74000000022,0.8849350983350099,0.06558500000000045,16.031461351122616,139000.0,15854.804058020323,0.13699999999999998,12862051.000000002,53729,50745,15715.0,0.05966666666666666
Indiana,2015,1004215.0,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516.0,948358,973105.0,53193.303634559736,0.8361436568293055,0.07045099999999982,19.675950522863985,66840.0,10368.787815696996,0.3,6610596.0,45012,41862,17990.0,0.04841666666666667
Iowa,2015,505311.0,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267.0,842674,471250.38767665345,35941.1701500373,0.912814,0.09551827822850045,14.10313508626102,32640.0,11953.92590636386,0.159,3118473.0,51305,45800,5519.0,0.037750000000000006
Kansas,2015,496920.0,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584.0,963767,457508.0,38425.05404885998,0.8334060000000001,0.07920300000000058,12.901484469800565,31750.0,11674.118920848618,0.302,2905789.0,46658,47009,7834.0,0.0415
Kentucky,2015,688475.0,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694.0,600859,617185.0827546297,42006.15562812536,0.9152389999999988,0.019826999999999595,17.04283635173266,41640.0,10273.178260193832,0.17,4422057.0,38610,38504,12335.0,0.05291666666666667
Louisiana,2015,661015.0,8448743,1235580,3480365,3732798,8437263,4100906,2774314,416066.0,780338,671771.9286138695,46212.15563722624,0.8349040000000008,0.06320700000000024,15.655761118507755,37240.0,12179.74560192581,0.188,4671210.999999999,44503,42835,61032.0,0.06333333333333332
Maine,2015,176176.0,2739589,183883,1060925,1494781,2596180,1406898,910381,109541.0,55686,164696.56521739135,13962.609999999986,0.8517220000000005,0.10862655551406686,13.112958281457367,12650.0,15680.741582378643,0.17600000000000002,1327787.0,38415,42875,3622.0,0.04375
Maryland,2015,874108.0,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104.0,1050651,826202.9839092586,59403.42402580334,0.8566260000000003,0.03804799999999986,14.778978192415522,57350.0,14967.582839973038,0.183,6000561.0,54908,56197,51629.0,0.05075
Massachusetts,2015,916130.0,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880.0,1034539,917580.1304509882,73521.88000000006,0.9151930000000004,0.05292099999999955,12.961054249240803,65570.0,17212.32850319463,0.116,6794001.999999999,64592,62755,109268.44434599625,0.04791666666666667
Michigan,2015,1345009.0,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874.0,967476,1407960.5296070408,84039.82491862949,0.8745200000000004,0.047323000000000004,18.11766751112377,101310.0,11906.943029032715,0.252,9918170.0,42778,43072,28931.0,0.054083333333333344
Minnesota,2015,807044.0,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322.0,1328863,807429.496707432,57319.948497422854,0.9274490000000002,0.09249999999999936,15.069072804926364,57150.0,12578.286345473214,0.251,5483238.0,53634,51139,16336.0,0.036750000000000005
Mississippi,2015,490189.0,4592343,672366,2324855,1595122,4624539,2350872,1525340,285117.0,407791,449538.0,32443.310000000027,0.8779460000000006,0.05167345820114133,14.897651452958897,25910.0,9239.514652978229,0.161,2985297.0,31700,34804,9690.0,0.064
Missouri,2015,892779.0,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166.0,869078,852926.0488368729,68279.54369274672,0.8563800000000015,0.05094399999999988,13.42438430593262,60780.0,10995.025848452438,0.229,6072640.0,42995,42406,30880.0,0.049916666666666665
Montana,2015,144447.0,1804339,214980,851068,738291,1804841,940488,581694,80426.0,160885,135169.0,9937.73999999999,0.9653279999999995,0.060547999999999824,14.32836380433649,9420.0,12293.721001396916,0.158,1028317.0,39725,42637,7583.0,0.04191666666666667
Nebraska,2015,312281.0,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067.0,449287,297984.1170278636,23768.732250175177,0.8608100000000007,0.10061799999999987,13.458368379300623,20860.0,12454.689158798996,0.145,1893564.0,53859,49572,4266.0,0.030166666666666668
Nevada,2015,438948.0,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388.0,205794,437174.78251176607,19801.22999999998,0.8412500501325422,0.0742540351892087,23.645667453753305,22100.0,9247.729119126663,0.161,2883057.0000000005,43803,43128,5149.0,0.06774999999999999
New Hampshire,2015,183039.0,3093061,164905,1000063,1928093,3044720,1697165,938368,75581.0,125475,178813.00084139663,14778.30947992098,0.8311240000000009,0.08551395306027199,12.470312932661855,13560.0,15749.65691183669,0.207,1330134.0,50781,54543,77.0,0.033666666666666664
New Jersey,2015,1339230.0,29335237,1154004,11423305,16757928,28809725,15339450,9414336,1271558.0,1290946,1336005.1791148,114353.27433456981,0.8695599999999999,0.09371299999999994,13.206558185549483,95640.0,18766.659135323716,0.229,8960001.0,56241,60069,2943.0,0.05775
New Mexico,2015,326297.0,3789651,499789,2595682,694180,3846641,1773801,1256303,154435.0,587243,331311.0,22631.639019458584,0.7858009999999993,0.04303599999999963,15.080207309091392,19180.0,9966.232096566717,0.182,2082264.0,41509,37938,7169.0,0.06533333333333334
New York,2015,2631532.0,63712218,2869847,25900858,34941513,65094591,41954260,15714795,1540851.0,4536014,2501752.9773096777,200298.60686546005,0.8832909582942845,0.04650700000000052,13.754140524096698,179220.0,23216.200384084397,0.19,19819347.0,64573,58324,48464.0,0.05258333333333333
North Carolina,2015,1465031.0,13146934,1589570,8172685,3384679,14060699,7960222,4082387,746694.0,698847,1440235.2776234504,99277.42000000004,0.9035484872831532,0.07005599999999945,15.796367362296834,96520.0,8428.379233588486,0.234,10041769.0,44172,41351,50396.0,0.057166666666666664
North Dakota,2015,106061.0,1644533,158373,942772,543388,1804762,825445,483984,110836.0,303053,100978.64891518734,9372.232003444937,0.9410529999999993,0.0874918166842964,11.59576835708178,7020.0,13125.002840516245,0.138,754858.9999999999,67632,55643,2741.0,0.027916666666666663
Ohio,2015,1600222.0,24378660,1676820,10169760,12532080,22561728,11620080,7324444,922732.0,1750785,1590844.3476618305,107061.8535112124,0.8589553124662697,0.05356800000000028,16.105415628491727,116970.0,12632.155803347196,0.168,11606027.0,47146,43803,40468.0,0.04908333333333333
Oklahoma,2015,671715.0,6121188,688990,2993050,2439148,6184819,3000894,2041507,414086.0,663768,649900.5294667911,42000.208192327,0.8639859999999997,0.06860500000000025,16.491963497410666,37640.0,8473.195503398776,0.161,3904353.0,46447,43999,12346.0,0.044000000000000004
Oregon,2015,570376.0,7111710,577106,3678001,2856603,7011609,3650855,2272382,249968.0,477516,533120.64098525,29323.15639555559,0.9078529999999994,0.07162300000000021,20.89533932415972,34010.0,11140.507037423697,0.119,4016537.0000000005,50058,44424,9922.0,0.05583333333333333
Pennsylvania,2015,1589429.0,29967185,1857885,10532452,17576848,29690645,16058338,8196747,1050310.0,1663209,1634469.8874396905,126363.42999999993,0.8695560000000002,0.05324199999999979,13.812990869364512,122630.0,15203.945769788945,0.18600000000000005,12791124.0,50357,49815,190.0,0.053000000000000005
Rhode Island,2015,134574.0,2367068,184718,908963,1273387,2326473,1322055,792525,90209.0,50889,130327.16320474772,9045.953356237966,0.8484280000000002,0.0024940000000002183,15.561471487411822,9630.0,17837.49088414175,0.145,1055916.0000000002,47541,49744,19175.10916179337,0.06
South Carolina,2015,737401.0,8759944,836137,4094766,3829041,8783362,4123140,2893109,447019.0,928112,694597.8445810601,50939.16035355331,0.8744659999999982,0.06090699999999982,14.745397736495505,42300.0,10396.566655446135,0.187,4892423.0,36917,38802,78194.0,0.0595
South Dakota,2015,132836.0,1415149,206853,425614,782682,1464781,709363,426257,70128.0,222592,122511.40487162606,9641.965160142368,0.7345449999999998,0.1263225590246626,14.31503531813668,7910.0,10008.601515915274,0.145,854036.0,47894,47882,1898.0,0.03116666666666667
Tennessee,2015,994530.0,9455920,1122775,4385403,3947742,9562527,5343272,2862499,560697.0,553396,908674.583333333,64889.0096053977,0.9118830000000004,0.07867000000000002,15.398715237982174,60770.0,9390.961307788239,0.181,6590726.0,42803,42156,40730.0,0.055916666666666684
Texas,2015,5004866.0,55582029,5830972,20967429,28783628,56255791,26745844,15145619,2783770.0,6765205,4876596.571722753,350374.9241378382,0.850592774647887,0.07783500000000032,15.176369780956236,308820.0,9694.84613312794,0.256,27454880.0,54134,46787,122184.0,0.04425
Utah,2015,573913.0,4705084,400213,2487937,1816934,4537962,2367650,1166728,271400.0,606254,586043.8545311065,27162.384043761587,0.8233740000000003,0.09202200000000027,23.664787137521444,34260.0,7158.523262121358,0.253,2984917.0,44174,39775,16333.0,0.03600000000000001
